ID,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Gender,Age,User_Age_Group
3091,105544,0,4,1,1,31001,16,500,1,2888,Female,42,Adult
3092,206287,1761,2,1,1,11294,20,150,1,2819,Female,53,Senior
3093,40255,0,1,1,1,2975,13,750,2,2880,Male,24,Young
3094,5317,0,1,1,1,0,0,0,0,2992,Male,25,Young
3095,7606,0,4,1,1,29307,17,0,0,2930,Female,25,Young
3096,43255,0,1,1,1,2691,3,750,1,2864,Female,76,Senior
3097,22414,0,1,1,1,1094,3,0,0,2957,Female,20,Young
3098,92225,0,4,1,1,48276,19,350,1,2972,Male,35,Adult
3099,127199,0,1,1,1,2563,14,0,0,2917,Female,49,Adult
3100,12176,0,1,1,1,875,7,0,0,2268,Female,22,Young
3101,142929,0,4,1,1,40826,23,0,0,2803,Female,18,Young
3102,28670,0,2,1,1,11727,11,0,0,2980,Female,30,Young
3103,82122,0,1,1,1,700,3,700,3,3044,Male,31,Adult
3104,54637,0,1,1,1,21181,27,4673,21,2927,Female,19,Young
3105,6181,0,1,1,1,2000,9,0,0,2878,Male,34,Adult
3106,25485,0,1,1,1,9655,10,2800,8,2798,Female,40,Adult
3107,16136,0,1,1,1,0,0,0,0,1177,Female,40,Adult
3108,128213,0,2,1,1,7956,13,500,1,2522,Male,68,Senior
3109,92492,0,1,1,1,11029,6,0,0,2839,Male,34,Adult
3110,85412,0,3,1,1,25102,16,500,1,2816,Female,56,Senior
3111,46003,0,1,1,1,1340,7,0,0,2698,Female,19,Young
3112,95982,0,1,1,1,3630,3,0,0,2623,Male,32,Adult
3113,20529,0,1,1,1,0,0,0,0,2644,Female,23,Young
3114,28254,0,3,1,1,17117,19,1050,6,2692,Female,72,Senior
3115,26101,0,1,1,1,3900,15,3900,15,2222,Female,73,Senior
3116,50939,0,3,1,1,16453,16,0,0,2753,Male,50,Adult
3117,35039,0,1,1,1,174,1,0,0,2314,Female,19,Young
3118,175501,1000,3,1,1,34318,36,7974,19,2691,Male,65,Senior
3119,1439,0,1,1,1,80,2,0,0,2684,Male,76,Senior
3120,214674,0,1,1,1,25688,23,2500,5,2607,Female,40,Adult
3121,38429,0,1,1,1,1004,2,1004,2,2521,Female,38,Adult
3122,22865,0,1,1,1,1750,7,0,0,2375,Male,47,Adult
3123,23033,0,2,1,1,7910,15,0,0,2765,Male,76,Senior
3124,103172,0,1,1,1,3125,3,0,0,2416,Male,68,Senior
3125,23448,0,4,1,1,36941,18,700,3,2675,Female,64,Senior
3126,115161,0,1,1,1,9050,18,3050,15,2417,Male,54,Senior
3127,58382,0,1,1,1,11327,32,4800,23,2480,Female,67,Senior
3128,156766,0,3,1,1,23375,27,0,0,2840,Male,78,Senior
3129,34137,0,1,1,1,335,5,0,0,2593,Female,33,Adult
3130,17219,0,1,1,1,6167,10,3757,6,2627,Female,36,Adult
3131,43823,0,1,1,1,500,1,0,0,2717,Male,51,Senior
3132,63364,0,3,1,1,15415,11,0,0,2560,Female,78,Senior
3133,18497,0,3,1,1,14138,12,0,0,2643,Female,22,Young
3134,23173,0,2,1,1,7843,8,0,0,2565,Male,28,Young
3135,51367,0,4,1,1,40004,24,0,0,2434,Female,39,Adult
3136,34894,0,3,1,1,13955,17,0,0,2447,Male,32,Adult
3137,7422,0,1,1,1,2229,3,0,0,2653,Female,46,Adult
3138,16090,0,1,1,1,850,6,850,6,2592,Male,42,Adult
3139,2784,0,1,1,1,0,0,0,0,2066,Male,43,Adult
3140,54177,0,3,1,1,45403,15,500,1,2123,Male,54,Senior
3141,29326,0,2,1,1,23061,7,0,0,2497,Female,19,Young
3142,26164,2556,1,1,1,0,0,0,0,2566,Female,64,Senior
3143,29518,0,1,1,1,2702,12,0,0,2532,Female,72,Senior
3144,29754,6396,1,1,1,500,1,0,0,2655,Male,70,Senior
3145,8000,0,1,1,1,0,0,0,0,941,Female,27,Young
3146,69788,0,1,1,1,1500,3,1500,3,2705,Male,27,Young
3147,38042,0,1,1,1,7658,17,0,0,2606,Female,24,Young
3148,23894,0,1,1,1,6000,3,0,0,2705,Female,29,Young
3149,110628,0,5,1,1,63759,13,0,0,2654,Male,33,Adult
3150,10839,0,1,1,1,190,1,190,1,2341,Male,23,Young
3151,47513,0,3,1,1,19904,13,0,0,2516,Male,64,Senior
3152,16321,0,1,1,1,0,0,0,0,2710,Female,73,Senior
3153,37550,0,1,1,1,0,0,0,0,2579,Female,68,Senior
3154,37936,0,2,1,1,6211,12,0,0,2719,Female,20,Young
3155,38061,0,3,1,1,34227,18,3600,8,2649,Male,79,Senior
3156,25934,0,1,1,1,370,3,0,0,2565,Female,73,Senior
3157,54942,0,1,1,1,4200,10,4200,10,2610,Female,64,Senior
3158,139423,0,4,1,1,54152,25,500,3,2677,Male,62,Senior
3159,298505,0,5,1,1,130647,32,600,2,2483,Male,60,Senior
3160,98753,0,1,1,1,1475,5,0,0,2619,Male,79,Senior
3161,25157,0,1,1,1,830,3,0,0,2732,Male,75,Senior
3162,24134,0,1,1,1,1250,3,0,0,2390,Male,61,Senior
3163,6628,0,1,1,1,2125,8,0,0,2539,Female,62,Senior
3164,14504,0,1,1,1,0,0,0,0,2329,Male,40,Adult
3165,36665,0,1,1,1,3250,19,0,0,2951,Female,65,Senior
3166,17481,0,1,1,1,1396,3,0,0,586,Male,70,Senior
3167,33111,0,1,1,1,0,0,0,0,2461,Female,38,Adult
3168,89237,0,4,1,2,37668,18,0,0,2533,Female,66,Senior
3169,93028,0,4,1,1,40887,22,0,0,2507,Female,71,Senior
3170,89094,0,5,1,1,55865,13,0,0,2404,Male,46,Adult
3171,11109,0,5,1,1,53627,13,0,0,2623,Female,20,Young
3172,14957,0,1,1,1,0,0,0,0,2634,Male,57,Senior
3173,17823,0,1,1,1,15323,8,0,0,1453,Male,75,Senior
3174,8485,0,1,1,1,0,0,0,0,2111,Male,76,Senior
3175,56756,0,3,1,1,10851,14,0,0,2068,Male,65,Senior
3176,99196,0,4,1,1,28334,16,0,0,2595,Male,68,Senior
3177,21736,0,1,2,1,6672,10,0,0,2544,Female,57,Senior
3178,11324,0,3,1,1,11082,11,0,0,2661,Male,47,Adult
3179,60109,0,1,1,1,2300,6,2300,6,2501,Male,79,Senior
3180,129887,0,1,1,1,26810,10,810,3,2566,Female,60,Senior
3181,18150,0,1,1,1,240,2,0,0,2538,Female,47,Adult
3182,57432,0,2,1,1,13422,19,5100,12,2546,Female,34,Adult
3183,32659,0,1,1,1,3614,14,0,0,2553,Female,43,Adult
3184,103203,0,1,1,1,3200,4,200,2,1556,Male,33,Adult
3185,27122,0,1,1,1,0,0,0,0,2630,Male,47,Adult
3186,40252,0,1,1,1,1375,4,0,0,2565,Female,77,Senior
3187,194816,0,1,1,1,20822,25,6647,12,2424,Female,51,Senior
3188,65460,0,1,1,1,0,0,0,0,2493,Male,32,Adult
3189,17863,0,1,1,1,0,0,0,0,2028,Female,39,Adult
3190,28443,0,4,1,1,53065,18,150,1,2462,Female,64,Senior
3191,15655,0,1,1,1,2807,12,957,4,2476,Female,63,Senior
3192,38307,0,1,1,1,1500,3,1500,3,2151,Female,63,Senior
3193,15135,0,3,1,1,13357,14,0,0,2579,Male,74,Senior
3194,73601,0,2,1,1,12902,36,2000,4,2624,Male,30,Young
3195,31489,0,3,1,1,21950,21,0,0,2216,Male,53,Senior
3196,48852,0,1,1,1,1058,3,0,0,2278,Male,54,Senior
3197,188883,0,1,1,1,5500,3,0,0,2613,Female,66,Senior
3198,37212,0,1,1,1,0,0,0,0,2455,Female,36,Adult
3199,43285,0,1,1,1,745,3,0,0,2436,Female,69,Senior
3200,10758,0,1,1,1,0,0,0,0,1777,Male,35,Adult
3201,40926,0,1,1,1,1725,7,0,0,2453,Male,41,Adult
3202,10915,0,1,1,1,5455,15,0,0,2473,Female,65,Senior
3203,38580,0,1,1,1,4337,7,0,0,2168,Female,61,Senior
3204,26650,0,1,1,1,4652,11,4652,11,1958,Female,54,Senior
3205,25268,888,1,1,1,4566,8,800,3,2126,Female,34,Adult
3206,9338,0,1,1,1,200,1,200,1,2371,Female,54,Senior
3207,67070,0,4,1,1,34600,27,2100,10,2416,Female,39,Adult
3208,19382,0,1,1,1,195,2,0,0,2545,Female,73,Senior
3209,25205,0,1,1,1,0,0,0,0,2532,Female,42,Adult
3210,9634,0,1,1,1,9634,5,0,0,2146,Male,68,Senior
3211,18954,0,1,1,1,550,3,550,3,2465,Female,72,Senior
3212,41279,0,2,1,1,8682,14,0,0,2241,Male,79,Senior
3213,56624,0,1,2,1,12311,14,0,0,2491,Male,51,Senior
3214,11021,0,1,1,1,115,2,0,0,2449,Female,76,Senior
3215,4096,0,1,1,1,3802,8,0,0,2433,Male,78,Senior
3216,5199,0,3,1,1,28100,16,0,0,2592,Male,74,Senior
3217,41072,0,1,1,1,3751,15,0,0,2378,Female,58,Senior
3218,83623,0,1,1,1,2692,6,900,4,2395,Male,39,Adult
3219,15920,0,1,1,1,2500,1,0,0,2466,Male,69,Senior
3220,50674,0,2,1,1,22073,12,0,0,1615,Female,74,Senior
3221,55461,0,4,1,1,31658,17,500,2,2315,Female,77,Senior
3222,93264,0,1,1,1,3250,19,0,0,2369,Male,27,Young
3223,115154,0,3,1,1,13466,17,500,1,2440,Female,20,Young
3224,24920,0,1,1,1,375,3,0,0,2067,Male,51,Senior
3225,64924,0,1,3,1,14971,13,0,0,1989,Female,30,Young
3226,25210,0,1,1,1,14500,5,500,1,2138,Female,48,Adult
3227,41247,0,1,1,1,0,0,0,0,2407,Male,63,Senior
3228,5929,0,1,1,1,168,7,0,0,2371,Male,32,Adult
3229,14457,2288,1,1,1,1875,8,0,0,2409,Male,77,Senior
3230,29067,0,1,1,1,485,3,250,1,2147,Male,21,Young
3231,112164,0,3,1,1,16802,14,0,0,2188,Female,69,Senior
3232,44764,0,2,1,1,5539,6,0,0,2081,Male,43,Adult
3233,38997,0,1,1,1,5158,18,0,0,2399,Female,30,Young
3234,115215,0,2,1,1,5824,7,0,0,2096,Male,54,Senior
3235,96714,0,3,1,1,17026,15,0,0,2185,Male,37,Adult
3236,32988,0,4,1,1,49484,14,0,0,2161,Male,52,Senior
3237,11552,0,1,1,1,0,0,0,0,481,Male,53,Senior
3238,38739,0,1,1,1,3050,3,550,2,1976,Female,64,Senior
3239,142989,0,4,1,1,26210,14,500,1,2340,Female,37,Adult
3240,1724,0,3,1,1,27305,20,0,0,1784,Female,50,Adult
3241,56395,0,5,1,1,72905,24,1800,4,2344,Female,51,Senior
3242,11845,0,1,1,1,625,2,0,0,2334,Male,19,Young
3243,46378,4844,1,1,1,2358,5,2358,5,1766,Female,54,Senior
3244,85071,0,1,1,1,6600,4,0,0,2322,Male,52,Senior
3245,53543,0,1,1,1,21183,11,563,2,1149,Female,23,Young
3246,33834,0,1,1,1,3920,12,0,0,1850,Male,40,Adult
3247,36839,0,1,1,1,4436,6,0,0,2275,Female,25,Young
3248,42042,0,2,1,1,9846,14,0,0,1606,Female,64,Senior
3249,72027,0,1,1,1,0,0,0,0,2386,Female,35,Adult
3250,2692,0,1,1,1,800,4,50,1,2447,Female,74,Senior
3251,17818,0,1,1,1,0,0,0,0,1709,Female,73,Senior
3252,70927,0,1,1,1,12011,12,1567,8,2096,Female,48,Adult
3253,57622,0,1,1,1,1250,3,0,0,2337,Male,44,Adult
3254,323,0,1,1,1,0,0,0,0,1975,Female,22,Young
3255,33530,0,1,1,1,0,0,0,0,1777,Female,32,Adult
3256,16452,0,1,1,1,9181,5,0,0,2108,Male,62,Senior
3257,287033,0,1,1,1,26161,58,12873,53,2272,Female,47,Adult
3258,55487,0,3,1,1,23123,19,1150,5,1986,Male,28,Young
3260,14648,0,3,1,1,21157,12,0,0,1843,Female,34,Adult
3261,10621,0,1,1,1,90,3,0,0,2223,Male,63,Senior
3262,23224,0,1,1,1,1750,7,0,0,2322,Male,73,Senior
3263,17684,0,1,1,1,93,1,0,0,2012,Female,78,Senior
3264,2477,0,1,1,1,2319,6,500,1,2137,Female,52,Senior
3265,44668,0,1,1,1,872,2,0,0,1557,Female,23,Young
3266,22461,0,1,1,1,150,1,150,1,2223,Female,19,Young
3267,103200,0,1,1,1,500,1,500,1,2062,Male,66,Senior
3268,74007,0,2,1,1,9259,13,0,0,2181,Male,58,Senior
3269,22134,0,1,1,1,0,0,0,0,2161,Male,52,Senior
3270,242062,0,1,1,1,5125,18,0,0,2150,Female,20,Young
3271,24683,0,1,1,1,600,2,0,0,2117,Female,32,Adult
3272,51680,0,4,1,1,54926,65,3088,8,2112,Female,79,Senior
3273,8819,0,3,1,1,12472,15,0,0,1920,Male,71,Senior
3274,61545,0,3,1,1,18351,18,0,0,1973,Female,35,Adult
3275,124837,0,1,1,1,4400,7,1500,5,2053,Male,66,Senior
3276,50848,0,1,1,1,0,0,0,0,1773,Male,64,Senior
3277,19661,0,1,1,1,0,0,0,0,2175,Female,41,Adult
3278,32156,0,2,1,1,23928,29,2150,12,2257,Female,35,Adult
3279,123055,0,1,1,1,11564,5,1039,2,2209,Male,55,Senior
3280,63331,0,1,1,1,4200,4,700,2,2060,Female,65,Senior
3281,9646,0,1,1,1,3445,11,0,0,2140,Male,37,Adult
3282,16569,0,1,1,1,3204,8,0,0,2120,Female,19,Young
3283,194111,0,1,1,1,12350,30,2750,15,1777,Female,57,Senior
3284,147128,0,5,1,1,59991,47,1065,1,2279,Female,74,Senior
3285,59177,0,1,1,1,2300,6,700,3,1869,Female,20,Young
3286,26693,0,3,1,1,22057,14,0,0,1863,Female,75,Senior
3287,2912,0,1,1,1,510,1,0,0,2132,Male,57,Senior
3288,13982,0,1,1,1,500,1,0,0,2117,Female,19,Young
3289,14428,0,1,1,1,3475,21,0,0,1599,Female,21,Young
3290,21740,0,1,1,1,5625,11,0,0,2048,Female,63,Senior
3291,8811,0,1,1,1,600,5,0,0,2032,Male,73,Senior
3292,48256,0,2,1,1,8942,14,0,0,2121,Female,31,Adult
3293,10994,0,3,1,1,10492,15,0,0,2215,Male,36,Adult
3294,27320,2788,1,1,1,0,0,0,0,1725,Male,57,Senior
3295,66614,0,1,1,1,0,0,0,0,1992,Male,33,Adult
3296,78105,0,2,1,1,49364,14,0,0,2070,Female,73,Senior
3297,120860,0,1,1,1,2000,1,0,0,1761,Male,18,Young
3298,77382,0,1,1,1,4950,13,0,0,2256,Female,52,Senior
3299,19290,0,1,1,1,0,0,0,0,2331,Female,23,Young
3300,50987,0,1,1,1,0,0,0,0,2259,Female,56,Senior
3301,101290,0,4,1,1,33876,22,500,1,2291,Female,72,Senior
3302,17377,2178,1,1,1,500,1,0,0,2010,Male,50,Adult
3303,11711,0,1,1,1,500,1,500,1,1922,Male,23,Young
3304,28712,0,1,1,1,1500,3,1500,3,2256,Male,52,Senior
3305,110839,0,1,1,1,17550,24,7550,23,2272,Female,48,Adult
3306,65633,0,1,1,1,3100,10,2000,8,1791,Female,77,Senior
3307,69106,0,1,1,1,17832,10,0,0,2007,Male,63,Senior
3308,66009,0,1,1,1,0,0,0,0,1603,Male,36,Adult
3309,16843,0,1,1,1,780,3,0,0,2112,Female,39,Adult
3310,27071,0,1,1,1,2125,10,0,0,2059,Male,41,Adult
3311,25807,0,1,1,1,550,3,550,3,1838,Female,47,Adult
3312,132871,0,1,1,1,300,3,200,2,1719,Female,28,Young
3313,24065,589,3,1,1,29586,9,0,0,1045,Female,25,Young
3314,92533,0,1,1,1,2220,4,2220,4,1905,Female,61,Senior
3315,14513,0,1,1,1,50,2,0,0,1710,Female,71,Senior
3316,162365,0,5,1,1,65029,15,0,0,1948,Female,63,Senior
3317,4834,0,2,1,1,13441,17,0,0,1851,Male,59,Senior
3318,21311,3418,1,1,1,2000,9,0,0,1990,Female,50,Adult
3319,49804,0,1,1,1,0,0,0,0,2157,Male,71,Senior
3320,135567,0,1,1,1,3650,5,1050,3,1967,Female,74,Senior
3321,135374,0,3,1,1,23835,22,917,2,2294,Male,59,Senior
3322,140914,0,1,1,1,0,0,0,0,1791,Female,68,Senior
3323,6789,0,1,1,1,0,0,0,0,2237,Male,22,Young
3324,61893,0,1,1,1,0,0,0,0,2320,Female,33,Adult
3325,83082,0,1,1,1,16207,13,250,1,2003,Male,67,Senior
3326,16962,0,1,1,1,0,0,0,0,2206,Male,79,Senior
3327,85955,0,4,1,1,34197,22,600,2,2046,Male,68,Senior
3328,22215,0,1,1,1,2375,12,0,0,1857,Female,24,Young
3329,105898,0,1,1,1,4444,5,1944,4,2332,Female,35,Adult
3330,66807,0,3,1,1,23456,14,0,0,1575,Female,61,Senior
3331,131366,0,1,1,1,1500,2,500,1,1999,Female,77,Senior
3332,31929,0,1,1,1,3500,3,1000,2,2019,Female,55,Senior
3333,20540,0,1,1,1,5731,15,500,1,1970,Male,73,Senior
3334,48131,0,5,1,1,60090,18,0,0,2161,Male,53,Senior
3335,16346,0,1,1,1,5930,15,0,0,2108,Female,51,Senior
3336,15540,0,1,1,1,209,3,104,1,1761,Female,73,Senior
3337,17828,0,4,1,1,35099,14,0,0,2115,Female,33,Adult
3338,298927,0,5,1,1,69449,27,150,3,2047,Male,55,Senior
3339,66300,0,1,1,1,4750,6,1150,3,1884,Female,36,Adult
3340,28446,0,1,1,1,0,0,0,0,1920,Male,53,Senior
3341,80906,0,3,1,1,23548,15,0,0,2140,Male,48,Adult
3342,12153,0,1,1,1,1050,9,1050,9,2041,Male,57,Senior
3343,37569,0,1,1,1,3850,4,250,1,1597,Female,60,Senior
3344,98151,0,3,1,1,38812,11,500,1,1976,Female,77,Senior
3345,224852,0,1,1,1,7750,32,750,3,2102,Male,43,Adult
3346,19881,0,1,1,1,2472,15,0,0,2186,Female,39,Adult
3347,13490,0,1,1,1,0,0,0,0,2032,Female,24,Young
3348,46672,500,3,1,1,22404,22,0,0,2021,Female,71,Senior
3349,119735,0,3,1,1,22432,17,1000,2,1996,Male,39,Adult
3350,18317,0,1,1,1,2375,12,0,0,2032,Male,65,Senior
3351,26334,0,1,1,1,0,0,0,0,2258,Female,25,Young
3352,143441,0,5,1,1,58475,27,0,0,2238,Male,44,Adult
3353,10697,0,1,1,1,1000,8,0,0,2111,Female,71,Senior
3354,14072,0,3,1,1,20700,16,0,0,1949,Female,39,Adult
3355,35661,7487,1,1,1,600,3,500,2,1759,Female,53,Senior
3356,54697,0,1,1,1,1625,6,0,0,1809,Female,54,Senior
3357,18359,0,1,1,1,0,0,0,0,1748,Female,58,Senior
3358,47764,0,2,1,1,23122,11,400,1,1872,Female,74,Senior
3359,51169,4903,3,1,1,13080,13,0,0,1809,Female,33,Adult
3360,32099,0,3,1,1,10534,6,0,0,1929,Male,39,Adult
3361,84148,0,1,1,5,84148,7,0,0,1054,Female,18,Young
3362,45137,0,1,1,1,2000,1,0,0,1319,Female,18,Young
3363,18179,0,1,1,1,5488,3,0,0,1877,Female,29,Young
3364,39566,0,2,1,1,23755,18,0,0,1763,Male,72,Senior
3365,46809,0,1,1,1,125,1,0,0,1878,Male,27,Young
3366,41628,0,3,1,1,16771,12,0,0,1818,Female,70,Senior
3367,20891,0,1,1,1,150,3,0,0,1920,Male,28,Young
3368,36513,1692,1,1,1,825,3,725,2,1611,Male,61,Senior
3369,116923,0,5,1,1,70403,50,0,0,1738,Female,59,Senior
3370,7879,0,1,1,1,1815,5,0,0,1849,Male,70,Senior
3371,40091,0,1,1,1,0,0,0,0,1803,Female,66,Senior
3372,45842,0,1,1,1,8253,15,128,1,1805,Female,29,Young
3373,500,0,1,1,1,0,0,0,0,396,Male,18,Young
3374,43595,0,1,1,1,4375,14,0,0,1867,Male,27,Young
3375,29291,0,4,1,1,31357,32,1950,6,1391,Female,46,Adult
3376,63392,0,3,1,1,20553,17,0,0,1087,Female,72,Senior
3377,19578,0,2,1,1,5208,11,0,0,1632,Male,56,Senior
3378,10926,0,1,1,1,0,0,0,0,1851,Male,33,Adult
3379,19839,0,4,1,1,36375,15,0,0,1535,Female,39,Adult
3380,64594,0,2,1,1,9295,14,0,0,1869,Female,47,Adult
3381,24580,0,1,1,1,255,3,0,0,1926,Female,51,Senior
3382,20318,0,1,2,1,6990,13,0,0,1956,Male,68,Senior
3383,24579,0,1,1,1,2100,10,0,0,1967,Male,66,Senior
3384,71713,0,1,1,1,2135,4,0,0,1845,Male,24,Young
3385,73501,0,3,1,1,21014,26,3694,8,1720,Male,52,Senior
3386,61479,0,1,1,1,6050,4,50,1,1755,Female,19,Young
3387,21915,0,1,1,1,1875,8,0,0,1518,Female,58,Senior
3388,16465,0,1,1,1,16165,5,0,0,1631,Female,70,Senior
3389,61841,0,1,1,1,48700,49,0,0,1659,Male,49,Adult
3390,23197,0,1,3,1,10587,13,150,1,1747,Male,78,Senior
3391,26069,0,1,1,1,0,0,0,0,1278,Female,62,Senior
3392,5690,0,2,1,1,11612,15,0,0,1549,Male,40,Adult
3393,1000,0,1,1,1,0,0,0,0,1597,Female,79,Senior
3394,14052,0,1,1,1,0,0,0,0,1808,Female,34,Adult
3395,2143,0,1,1,1,0,0,0,0,1672,Female,40,Adult
3396,18239,0,1,1,1,0,0,0,0,1683,Female,50,Adult
3397,4892,0,1,1,1,0,0,0,0,1282,Male,35,Adult
3398,34412,0,3,1,1,14734,13,0,0,1524,Male,63,Senior
3399,34535,0,1,1,1,2719,12,0,0,1358,Male,36,Adult
3400,23720,0,1,1,1,4000,3,500,1,1678,Male,23,Young
3401,11816,0,1,1,1,0,0,0,0,1596,Female,21,Young
3402,11218,0,1,1,1,3850,14,0,0,1604,Female,35,Adult
3403,12568,0,1,1,1,350,3,0,0,1664,Female,45,Adult
3404,13188,0,1,1,1,1500,3,1500,3,1955,Male,78,Senior
3405,39983,0,3,1,1,39983,11,0,0,1569,Female,22,Young
3406,28526,0,1,1,1,4167,15,0,0,1360,Male,19,Young
3407,68359,0,3,1,1,15803,17,0,0,1293,Male,64,Senior
3408,22048,0,1,1,1,100,1,0,0,1702,Male,36,Adult
3409,1866,0,1,1,1,1128,8,0,0,1782,Male,59,Senior
3410,40408,0,2,1,1,9612,12,0,0,913,Male,28,Young
3411,20642,0,1,1,1,4977,13,0,0,1614,Female,49,Adult
3412,66574,0,1,1,1,2500,6,400,4,1791,Male,39,Adult
3413,18656,0,1,1,1,4752,11,0,0,968,Female,50,Adult
3414,57374,1621,1,1,1,2100,5,2100,5,1440,Male,61,Senior
3415,25898,0,1,1,1,7834,3,0,0,1588,Female,28,Young
3416,42481,0,3,1,1,24617,16,0,0,678,Male,68,Senior
3417,62492,0,1,1,1,3725,11,2600,9,1536,Male,42,Adult
3418,4431,0,1,1,1,0,0,0,0,1582,Male,47,Adult
3419,25090,0,4,1,1,25860,9,0,0,1786,Male,31,Adult
3420,95728,2092,5,1,1,56111,14,0,0,1372,Female,47,Adult
3421,11631,0,1,1,1,3289,22,0,0,1157,Female,72,Senior
3422,54039,0,1,1,1,5250,22,1250,10,1709,Male,36,Adult
3423,5625,0,1,1,1,2350,12,0,0,1270,Female,67,Senior
3424,22966,0,1,1,1,3950,8,450,6,1443,Female,22,Young
3425,5544,0,1,1,1,350,3,0,0,1713,Female,74,Senior
3426,37171,0,1,1,1,3450,5,950,4,1341,Female,57,Senior
3427,40425,0,1,1,1,3300,8,1700,5,1753,Female,49,Adult
3428,9805,0,1,1,1,4403,11,0,0,1559,Female,70,Senior
3429,29417,0,1,1,1,16011,3,0,0,1582,Female,39,Adult
3430,37093,0,1,1,1,4250,13,0,0,1810,Female,38,Adult
3431,21461,0,1,1,1,4010,26,0,0,1509,Female,63,Senior
3432,21950,0,1,1,1,5739,16,0,0,1668,Female,56,Senior
3433,14233,0,1,1,1,160,3,0,0,1687,Male,71,Senior
3434,105737,0,5,1,1,71728,13,0,0,1705,Male,44,Adult
3435,22551,0,1,1,1,0,0,0,0,1794,Male,62,Senior
3436,35474,0,1,1,1,15086,6,0,0,1479,Female,34,Adult
3437,21854,0,1,1,1,500,1,500,1,1100,Female,44,Adult
3438,50386,0,1,1,1,2750,8,0,0,1721,Female,37,Adult
3439,28502,0,1,1,1,2375,12,0,0,1732,Male,24,Young
3440,238446,1082,4,1,1,37766,28,1550,11,890,Female,71,Senior
3441,20516,0,1,1,1,3500,20,0,0,1429,Male,64,Senior
3442,97391,0,1,1,1,26299,8,0,0,1607,Male,21,Young
3443,29253,2305,1,1,1,7625,5,0,0,1630,Female,42,Adult
3444,139982,0,1,1,1,14500,6,0,0,1430,Male,37,Adult
3445,68192,0,1,1,1,1300,9,1300,9,1640,Female,21,Young
3446,21615,0,1,1,1,5043,13,1000,2,1069,Male,27,Young
3447,36829,0,4,1,1,42497,19,1001,1,1015,Female,44,Adult
3448,152178,0,4,1,1,39760,15,248,1,1073,Female,40,Adult
3449,17397,0,1,1,1,1750,7,0,0,1215,Female,75,Senior
3450,45006,0,1,1,1,1400,6,300,4,925,Female,55,Senior
3451,4289,0,1,1,1,2350,4,750,2,1083,Female,36,Adult
3452,133351,0,5,1,1,84215,43,7000,22,1529,Female,44,Adult
3453,42093,0,1,1,1,1831,4,0,0,1526,Male,60,Senior
3454,74331,0,3,1,1,15779,14,0,0,1514,Male,33,Adult
3455,120462,3649,1,1,1,10500,9,750,2,1503,Female,59,Senior
3456,14243,0,1,1,1,6654,17,0,0,1487,Female,34,Adult
3457,6803,0,1,1,1,1644,11,0,0,1296,Female,63,Senior
3458,8885,0,1,1,1,1500,5,0,0,1386,Female,66,Senior
3459,38761,0,2,1,1,9015,12,0,0,1533,Female,24,Young
3460,5500,0,1,1,1,0,0,0,0,989,Male,76,Senior
3461,76660,0,3,1,1,38807,24,3341,1,1193,Female,65,Senior
3462,30463,0,1,1,1,4619,9,0,0,1275,Male,46,Adult
3463,6914,0,1,1,1,0,0,0,0,812,Male,51,Senior
3464,67495,0,2,1,1,8620,8,0,0,1302,Male,58,Senior
3465,15339,0,1,1,1,1375,4,0,0,628,Male,28,Young
3466,5745,0,1,1,1,400,4,400,4,1067,Male,70,Senior
3467,81155,0,4,1,1,49904,41,0,0,1276,Male,76,Senior
3468,45432,0,3,1,1,12833,15,0,0,1322,Female,50,Adult
3469,39386,0,1,1,1,18722,7,0,0,1359,Male,78,Senior
3470,69647,0,4,1,1,45175,20,2250,3,854,Female,49,Adult
3471,25849,0,1,1,1,0,0,0,0,996,Male,27,Young
3472,3625,0,1,1,1,0,0,0,0,1369,Female,32,Adult
3473,4057,0,1,1,1,23050,11,2550,7,1135,Female,47,Adult
3474,30273,0,1,1,1,1720,8,0,0,1117,Female,57,Senior
3475,24750,0,1,1,1,0,0,0,0,968,Female,61,Senior
3476,12471,0,1,1,1,0,0,0,0,666,Female,78,Senior
3477,2000,0,1,1,1,0,0,0,0,1479,Male,41,Adult
3478,2827,0,1,1,1,0,0,0,0,1375,Female,67,Senior
3479,63121,0,3,1,1,16634,16,150,1,1349,Male,79,Senior
3480,19694,0,1,1,1,2125,10,0,0,1436,Male,70,Senior
3481,11571,0,1,1,1,0,0,0,0,1116,Male,42,Adult
3482,26933,0,1,1,1,750,6,0,0,1299,Male,65,Senior
3483,1456,0,1,1,1,500,1,0,0,1130,Male,65,Senior
3484,16188,0,1,1,1,3726,7,300,4,900,Male,66,Senior
3485,12088,0,4,1,1,27292,17,100,1,1298,Male,58,Senior
3486,119214,0,1,1,1,19633,23,15533,17,1041,Male,48,Adult
3487,66956,0,1,1,1,4520,5,1508,1,1342,Female,25,Young
3488,4360,0,1,1,1,2000,9,0,0,1355,Male,34,Adult
3489,7056,0,1,1,1,0,0,0,0,1057,Female,58,Senior
3490,32934,0,1,1,1,500,1,0,0,858,Female,74,Senior
3491,6551,0,1,1,1,300,3,300,3,1117,Male,54,Senior
3492,24915,0,1,1,1,265,3,0,0,1184,Male,40,Adult
